ensembl_gene_id	external_gene_name	gene_biotype	transcript_count	start_position	end_position	chromosome_name
ENSG00000183570	PCBP3	protein_coding	22	45643694	45942454	21
ENSG00000275139		lncRNA	1	45759804	45763758	21
ENSG00000205424	PCBP3-AS1	lncRNA	1	45827961	45837987	21
ENSG00000286886		lncRNA	1	45861830	45888638	21
ENSG00000276633		lncRNA	1	45870854	45873345	21
ENSG00000280604		lncRNA	1	45914296	45919483	21
ENSG00000274248		lncRNA	1	45974489	45974953	21
ENSG00000289224		lncRNA	1	45975732	45977714	21
ENSG00000142156	COL6A1	protein_coding	9	45981770	46005050	21
ENSG00000224413		lncRNA	1	46037052	46039807	21
ENSG00000228235		lncRNA	1	46052596	46053105	21
ENSG00000226115		lncRNA	1	46056516	46057567	21
ENSG00000233767	PSMA6P3	processed_pseudogene	1	46072085	46072248	21
ENSG00000227438	COL6A2-DT	lncRNA	1	46093264	46097530	21
ENSG00000142173	COL6A2	protein_coding	7	46098112	46132848	21
ENSG00000160282	FTCD	protein_coding	12	46136160	46155579	21
ENSG00000237338	FTCD-AS1	lncRNA	1	46151614	46152647	21
ENSG00000160284	SPATC1L	protein_coding	2	46161148	46184476	21
ENSG00000228404		lncRNA	1	46185079	46188941	21
ENSG00000160285	LSS	protein_coding	11	46188141	46228824	21
ENSG00000223901		lncRNA	2	46220269	46225364	21
ENSG00000215424	MCM3AP-AS1	lncRNA	15	46229196	46259390	21
ENSG00000160294	MCM3AP	protein_coding	10	46235133	46286297	21
ENSG00000228137		lncRNA	1	46246890	46247682	21
ENSG00000239415		lncRNA	2	46251549	46254133	21
ENSG00000182362	YBEY	protein_coding	8	46286342	46297751	21
ENSG00000160298	C21orf58	protein_coding	10	46300181	46323875	21
ENSG00000160299	PCNT	protein_coding	25	46324124	46445769	21
ENSG00000286224		protein_coding	1	46326288	46326491	21
ENSG00000225043	RPL18AP2	processed_pseudogene	1	46420553	46421034	21
ENSG00000289421		lncRNA	1	46448403	46458540	21
ENSG00000160305	DIP2A	protein_coding	13	46458891	46570015	21
ENSG00000223692	DIP2A-IT1	lncRNA	1	46462471	46469306	21
ENSG00000202239	RNU6-396P	snRNA	1	46525618	46525722	21
ENSG00000160307	S100B	protein_coding	3	46598604	46605208	21
ENSG00000160310	PRMT2	protein_coding	15	46635595	46665124	21
ENSG00000230982	DSTNP1	processed_pseudogene	1	46653558	46654022	21
ENSG00000289511		lncRNA	1	46667379	46669249	21
ENSG00000212932	RPL23AP4	processed_pseudogene	1	46690764	46691226	21
